title,directions,Ingridents,link
Pancakes,"[""Mix oil and egg together."", ""Add dry ingredients to the mixture. Add 2 tablespoons more milk. Mix thoroughly. Wipe griddle with a small amount of oil."", ""Use medium heat and fry."", ""These are fluffy and delicious.""]","[""oil"", ""egg"", ""sugar"", ""baking powder"", ""flour"", ""milk"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=184197
Raw Apple Cake,"[""Beat first 4 ingredients together."", ""Add rest of ingredients. Mix and spread in a 9 x 13-inch pan."", ""Bake at 350\u00b0 for 45 to 50 minutes.""]","[""oil"", ""sugar"", ""vanilla"", ""baking powder"", ""eggs"", ""baking soda"", ""flour"", ""nuts"", ""apples"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=493501
Carrot Cake,"[""Heat oven to 350\u00b0."", ""Combine water, sugar, butter, salt, grated carrots, nutmeg, cinnamon, ground cloves and raisins in a saucepan."", ""Mix well and bring to a boil."", ""Let boil for 5 minutes. Remove from stove and cool."", ""Sift together flour and baking soda; add chopped walnuts."", ""Combine with carrot mixture."", ""Pour batter into 2 buttered 8-inch cake pans."", ""Bake at 350\u00b0 for 30 to 35 minutes.""]","[""sugar"", ""nutmeg"", ""baking soda"", ""cinnamon"", ""ground cloves"", ""water"", ""raisins"", ""flour"", ""carrots"", ""walnuts"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=620686
Rum Cake,"[""Preheat oven to 325 degrees F.""]","[""dark rum"", ""sugar"", ""eggs"", ""water"", ""cold water"", ""vegetable oil"", ""edible flowers"", ""walnuts"", ""vanilla pudding"", ""dark rum your favorite"", ""butter""]",www.yummly.com/recipe/Rum-Cake-1670959
Espresso Pots de Creme with Pistachio Biscotti,"[""Pour the heavy cream, vanilla, and coffee beans into a saucepan and place over medium-low heat."", ""Bring the cream to a brief simmer; do not boil or it will overflow within seconds."", ""Remove from heat and strain to remove the beans."", ""In a large bowl, whisk together the egg yolks and the sugar until the color turns light yellow, about 3 minutes."", ""Temper the yolks by very gradually whisking the hot cream into the yolk and sugar mixture (do not add the hot cream too quickly or the eggs will cook)."", ""Stir in the brewed coffee."", ""Preheat the oven to 325F."", ""Pour the egg-cream mixture into six 8-ounce ramekins, filling them three-quarters of the way full with the mixture."", ""Fill a large, shallow baking pan with 1/2 inch of hot water."", ""Carefully place the ramekins in the water bath and bake for about 35 minutes; when done the center should still jiggle slightly."", ""Remove the pan from the oven and let the ramekins cool in the water for 10 minutes."", ""Then pop them in the fridge to chill for at least 2 hours."", ""For the pistachio biscotti, preheat the oven to 350F."", ""In an electric mixer, beat the butter until light and fluffy."", ""With the mixer running, gradually add the eggs, sugar, and vanilla; mix until creamed."", ""Add the flour, baking powder, and salt."", ""Mix the dough until smooth."", ""Using a wooden spoon, mix in the pistachios until evenly distributed."", ""Put the dough on a lightly floured surface and cut in half."", ""Roll each half into a log, each 12 inches long by 1 inch high."", ""Place the logs on an ungreased cookie sheet and bake for 35 minutes or until the bottoms are lightly brown."", ""Let the logs cool for 5 minutes and then place on a cutting board."", ""Slice each log on a diagonal into twelve 1-inch-thick pieces."", ""Put the cookies back on the cookie sheet and bake 5 minutes."", ""Turn the cookies over and bake the other side for another 5 minutes."", ""Serve the Espresso Pots de Creme with the cookies on the side for dipping.""]","[""sugar"", ""vanilla"", ""baking powder"", ""heavy cream"", ""pistachios"", ""eggs"", ""espresso coffee"", ""flour"", ""whole black coffee beans"", ""butter"", ""egg yolks"", ""salt""]",www.epicurious.com/recipes/food/views/espresso-pots-de-creme-with-pistachio-biscotti-372698
Pistachio Pudding Dessert,"[""Lay split ladyfingers in bottom of 9 x 13-inch pan to cover. Mix and beat pudding and milk."", ""Fold into pudding mixture 1/2 of Cool Whip."", ""Pour over ladyfingers."", ""Top with other half of split ladyfingers."", ""Spread remainder of Cool Whip on top."", ""Crumble Heath chocolate bars on top of Cool Whip."", ""Refrigerate for several hours before serving.""]","[""chocolate bars"", ""instant pistachio nut pudding"", ""ladyfingers"", ""milk""]",www.cookbooks.com/Recipe-Details.aspx?id=672725
Peach Pie,"[""Slice peaches"", ""to"", ""cover"", ""bottom of a 9 x 13-inch dish. Sprinkle"", ""with"", ""sugar,"", ""cinnamon, nutmeg and almond flavoring. Sprinkle next"", ""with"", ""cake mix."", ""Melt butter and pour over cake mix."", ""Sprinkle with pecans."", ""Bake 30 minutes at 350\u00b0.""]","[""cake mix"", ""nutmeg"", ""brown sugar"", ""cinnamon"", ""pecans"", ""white sugar"", ""peaches"", ""almond extract"", ""butter""]",www.cookbooks.com/Recipe-Details.aspx?id=775330
Honey Lime Enchiladas,"[""Mix together sauce ingredients then add to shredded pork or chicken. Let the sauce soak into the meat for about 30 minutes. (set aside some sauce to spread on top)"", ""Lightly spray 2 pans with non-stick baking spray. (I usually use one 9x13 and one 9x9 but it may vary with how thick you stuff your enchiladas)"", ""Pour green enchilada sauce into pans to coat the entire bottom."", ""Fill tortillas with shredded meat and desired amount of cheese. Roll and place in dish"", ""Pour remainder of sauce over enchiladas and sprinkle more cheese on top - don't be stingy!"", ""Bake uncovered at 350 degrees for 30 minutes. Then turn on broiler and place enchiladas nearer the top of oven. Let it broil until cheese is slightly brown and crispy.""]","[""flour tortillas"", ""chili powder"", ""cheddar cheese"", ""pork"", ""lime juice"", ""enchilada sauce"", ""garlic"", ""honey""]",www.yummly.com/recipe/Honey-Lime-Enchiladas-994724
Favorite Caramel Frosting,"[""Sprinkle 1/2 cup sugar in a heavy saucepan; place over medium heat."", ""Cook, stirring constantly, until sugar melts and syrup is light golden brown."", ""Combine remaining 2 1/2 cups sugar, milk, beaten egg and salt, stirring well; stir in butter."", ""Stir butter mixture into hot caramelized sugar."", ""(The mixture will tend to lump, becoming smooth with further cooking.)"", ""Cook over medium heat, stirring frequently, until a candy thermometer registers 230\u00b0 (about 15 to 20 minutes)."", ""Cool 5 minutes."", ""Beat with a wooden spoon to almost spreading consistency (about 5 minutes) and spread on cooled cake."", ""Yield:"", ""about 2 1/2 cups.""]","[""egg"", ""sugar"", ""milk"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=798842
Tortilla ,"[""oil and flour, then mix water in"", """", ""let rest 5 -10 mins""]","[""olive"", ""bpowder"", ""water"", ""flour"", ""salt""]",www.epicurious.com/recipes/member/views/tortilla-53106621
Pork Chop Dinner,"[""Put Reynolds Wrap in pan."", ""Lay pork chops on Reynolds Wrap. Add other vegetables."", ""Sprinkle with salt and pepper."", ""Cover with Reynolds Wrap."", ""Cook slowly until done."", ""You may need to add more water.""]","[""potatoes"", ""peas"", ""pepper"", ""onion"", ""water"", ""pork chops"", ""carrot"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=492301
Mid-Week Steak and Vegetables,"[""Place potatoes and pumpkin on a lined baking tray."", ""Spray with oil and season."", ""Bake at 200C for 30 minutes, or until tender and golden."", ""Sprinkle with chopped chives."", ""Heat a grill pan or BBQ over medium-high heat."", ""Spray beef with oil and cook for 2-3 minutes each side or to your liking."", ""Remove and wrap in foil to rest for 5 minutes."", ""Boil or steam the cauliflower, asparagus and squash until tender; drain."", ""Serve alongside baked vegetables and steak."", ""Drizzle with Vegie Pourover and serve immediately.""]","[""kraft cheese vegie"", ""olive oil spray"", ""cauliflower"", ""chives"", ""beef"", ""yellow squash"", ""salt""]",www.kraftrecipes.com/recipes/mid-week-steak-vegetables-110504.aspx
Toasted Corn Cups,"[""Preheat oven to 350."", ""Heat a large cast-iron skillet over medium--high heat."", ""Place a tortilla in the skillet and cook for 20 seconds."", ""Flip the tortilla and warm the other side, until warm to the touch, about 15 seconds."", ""Transfer the tortilla to a work surface and brush both sides of the tortilla with the canola oil."", ""Use a 2 1/2\""-inch round cookie cutter to cut out 2 circles from each tortilla."", ""Press each round into an opening of a 24-hole mini muffin tin."", ""Repeat until all of the openings are filled."", ""Bake until the cups are crisp and just beginning to color, 5-10 minutes."", ""Remove the cups from the tin and transfer to a wire rack to cool.""]","[""corn tortillas"", ""canola oil""]",www.food.com/recipe/toasted-corn-cups-450705
Schwowebrettle or Petits Fours de Noel,"[""Preheat oven to 350 degrees."", ""Butter a cookie sheet."", ""Knead the butter until it is soft and pliant, but not greasy."", ""Add sugar, cinnamon, almond flour, lemon rind and two egg yolks."", ""Gradually work in flour, either kneading by hand or with the dough hook of an electric mixer."", ""Work in just enough flour to give you a firm, homogenous mass."", ""If dough is too crumbly, work in a little extra egg yolk."", ""Wrap in plastic or place in plastic bag and chill overnight."", ""Cut dough into convenient pieces to work with."", ""Lightly flour a pastry board and rolling pin and roll dough out to a thickness of one-eighth inch."", ""Using cutters that are about one and a half to two inches across, cut out Christmas shapes."", ""Press scraps together and reroll."", ""Place cutout cookies on cookie sheet."", ""Brush with egg wash. Bake for 10 to 12 minutes."", ""Cool on rack and store in airtight tin."", ""Keep in a cool, dry place.""]","[""egg yolks"", ""sugar"", ""egg yolk"", ""flour"", ""cinammon"", ""almond flour"", ""lemon"", ""butter""]",cooking.nytimes.com/recipes/1517
Fresh Coconut Cake,"[""Bring milk just to a boil in a small heavy saucepan."", ""Remove from heat and stir in coconut."", ""Cover and let stand 30 minutes."", ""Puree in a blender."", ""Preheat oven to 350F."", ""Butter 2 (9- by 2-inch) round cake pans and dust with flour, knocking out excess."", ""Sift together flour, baking powder, and salt."", ""Beat together butter and sugar in a large bowl with an electric mixer until light and fluffy."", ""Beat in whites, vanilla, and almond extract until light and fluffy again, about 2 minutes."", ""Add half of flour mixture and beat on low speed just until blended."", ""Beat in coconut-milk mixture, then remaining flour mixture, just until blended."", ""Divide batter evenly between cake pans."", ""Bake in middle of oven until golden and a tester comes out clean, about 30 minutes."", ""Cool layers in pans on racks 5 minutes."", ""Run a thin knife around edges of pans, then invert layers onto racks to cool completely."", ""Heat whites, sugar, water, corn syrup, and cream of tartar in a large metal bowl set over a saucepan of simmering water, whisking, until mixture is warm and sugar is dissolved."", ""Beat mixture, still over heat, with a handheld electric mixer on high speed until thick and fluffy, about 7 minutes."", ""(Depending on mixer and weather, this may take longer.)"", ""Remove frosting from heat."", ""Add vanilla and beat until cool and spreadable."", ""Brush any loose crumbs from layers and put 1 layer upside down on a serving plate."", ""Spread with about 1 1/4 cups of frosting and sprinkle with cup coconut."", ""Place other layer on top, right side up."", ""Frost top and sides of cake (you may have some frosting left over) and sprinkle with remaining coconut.""]","[""cake flour"", ""almond"", ""baking powder"", ""sugar"", ""vanilla"", ""unsalted butter"", ""light corn syrup"", ""egg whites"", ""water"", ""coconut"", ""milk"", ""cream of tartar"", ""salt""]",www.epicurious.com/recipes/food/views/fresh-coconut-cake-103085
Fruit Salad,"[""Drain juice from cocktail, pineapple and mandarin oranges. To the fruit, add remaining ingredients."", ""Mix well.""]","[""marshmallow creme"", ""cream cheese"", ""fruit cocktail"", ""nuts"", ""coconut"", ""vanilla pudding"", ""some cherries"", ""mandarin oranges"", ""pineapple""]",www.cookbooks.com/Recipe-Details.aspx?id=1027797
Enchiladas Suizas,"[""Prepare salsa verde: Melt butter in saucepan over medium heat. Saute the onion until soft. Stir in the flour. Add the broth, then add the chiles, garlic, salt, and cumin. Simmer about 15 minutes to blend flavors, then set aside. Preheat oven to 350 degrees F (175 degrees C.)"", ""In a heavy skillet, lightly fry tortillas in shallow oil, being careful not to make them too crisp to roll. Combine the cheeses and keep 1/2 cup aside for topping. Dip each tortilla in salsa verde (both sides.) Place 2 heaping tablespoons chicken and about 2 tablespoons cheese down the center of each; roll and place seam side down in a shallow dish."", ""After all the rolled tortillas are in the dish, spoon additional salsa verde over them and then cover evenly with heavy cream. Sprinkle with remaining 1/2 cup cheese mixture, and with the green onions."", ""Bake uncovered in preheated oven for 20 minutes. Serve immediately, garnished with the olives, cherry tomatoes, and with additional salsa on the side.""]","[""spanish onion"", ""meat"", ""green chile peppers"", ""ground cumin"", ""green olives"", ""tomatoes"", ""heavy cream"", ""cheddar cheese"", ""canola oil"", ""green onion"", ""flour"", ""clove garlic"", ""shredded monterey jack cheese"", ""chicken broth"", ""corn tortillas"", ""butter"", ""salt""]",www.allrecipes.com/recipe/35440/enchiladas-suizas/
